dia_test,hora_dia,fecha,demanda_real,demanda_predicha,error_absoluto,error_relativo_pct
197,18,2014-08-30,3.14,3.4,0.26,8.23
197,19,2014-08-30,3.05,3.3,0.25,8.29
197,20,2014-08-30,3.07,3.37,0.3,9.73
197,21,2014-08-30,3.18,3.62,0.44,13.85
197,22,2014-08-30,3.33,4.01,0.68,20.4
197,23,2014-08-30,3.44,4.41,0.97,28.14
198,0,2014-08-31,4.23,5.04,0.81,19.2
198,1,2014-08-31,4.2,5.2,1.0,23.83
198,2,2014-08-31,4.18,5.11,0.93,22.19
198,3,2014-08-31,4.08,5.04,0.97,23.69
198,4,2014-08-31,4.02,5.01,1.0,24.81
198,5,2014-08-31,4.0,4.93,0.92,23.09
198,6,2014-08-31,4.07,4.9,0.84,20.57
198,7,2014-08-31,4.16,4.9,0.74,17.74
198,8,2014-08-31,4.15,4.79,0.63,15.27
198,9,2014-08-31,4.08,4.65,0.56,13.77
198,10,2014-08-31,4.1,4.63,0.53,12.87
198,11,2014-08-31,4.0,4.55,0.55,13.81
198,12,2014-08-31,3.77,4.29,0.52,13.75
198,13,2014-08-31,3.7,4.05,0.35,9.51
198,14,2014-08-31,4.08,4.17,0.09,2.16
198,15,2014-08-31,3.7,3.98,0.28,7.44
198,16,2014-08-31,3.35,3.66,0.31,9.15
198,17,2014-08-31,3.14,3.4,0.26,8.29
198,18,2014-08-31,3.05,3.31,0.25,8.32
198,19,2014-08-31,3.07,3.37,0.3,9.75
198,20,2014-08-31,3.18,3.62,0.44,13.85
198,21,2014-08-31,3.33,4.0,0.68,20.38
198,22,2014-08-31,3.44,4.41,0.97,28.11
198,23,2014-08-31,3.62,4.74,1.13,31.13
199,0,2014-09-01,4.2,5.04,0.84,19.95
199,1,2014-09-01,4.18,5.19,1.01,24.16
199,2,2014-09-01,4.08,5.07,0.99,24.23
199,3,2014-09-01,4.02,4.97,0.95,23.75
199,4,2014-09-01,4.0,4.89,0.88,22.09
199,5,2014-09-01,4.07,4.89,0.82,20.26
199,6,2014-09-01,4.16,4.9,0.75,17.95
199,7,2014-09-01,4.15,4.81,0.65,15.71
199,8,2014-09-01,4.08,4.66,0.58,14.2
199,9,2014-09-01,4.1,4.65,0.54,13.22
199,10,2014-09-01,4.0,4.56,0.56,14.09
199,11,2014-09-01,3.77,4.3,0.53,13.96
199,12,2014-09-01,3.7,4.06,0.36,9.65
199,13,2014-09-01,4.08,4.17,0.09,2.27
199,14,2014-09-01,3.7,3.98,0.28,7.55
199,15,2014-09-01,3.35,3.66,0.31,9.25
199,16,2014-09-01,3.14,3.41,0.26,8.36
199,17,2014-09-01,3.05,3.31,0.26,8.36
199,18,2014-09-01,3.07,3.37,0.3,9.77
199,19,2014-09-01,3.18,3.62,0.44,13.85
199,20,2014-09-01,3.33,4.0,0.68,20.35
199,21,2014-09-01,3.44,4.41,0.97,28.06
199,22,2014-09-01,3.62,4.74,1.12,31.07
199,23,2014-09-01,3.68,4.92,1.24,33.66
200,0,2014-09-02,4.18,5.03,0.85,20.29
200,1,2014-09-02,4.08,5.15,1.07,26.32
200,2,2014-09-02,4.02,5.0,0.98,24.41
200,3,2014-09-02,4.0,4.85,0.85,21.18
200,4,2014-09-02,4.07,4.85,0.79,19.37
200,5,2014-09-02,4.16,4.9,0.74,17.73
200,6,2014-09-02,4.15,4.82,0.66,15.99
200,7,2014-09-02,4.08,4.68,0.6,14.68
200,8,2014-09-02,4.1,4.67,0.56,13.7
200,9,2014-09-02,4.0,4.58,0.58,14.48
200,10,2014-09-02,3.77,4.31,0.54,14.26
200,11,2014-09-02,3.7,4.06,0.36,9.86
200,12,2014-09-02,4.08,4.18,0.1,2.43
200,13,2014-09-02,3.7,3.99,0.28,7.7
200,14,2014-09-02,3.35,3.66,0.31,9.39
200,15,2014-09-02,3.14,3.41,0.27,8.46
200,16,2014-09-02,3.05,3.31,0.26,8.41
200,17,2014-09-02,3.07,3.37,0.3,9.79
200,18,2014-09-02,3.18,3.62,0.44,13.83
200,19,2014-09-02,3.33,4.0,0.68,20.31
200,20,2014-09-02,3.44,4.4,0.96,28.0
200,21,2014-09-02,3.62,4.74,1.12,30.99
200,22,2014-09-02,3.68,4.91,1.23,33.56
200,23,2014-09-02,3.69,4.95,1.26,34.12
201,0,2014-09-03,4.08,4.99,0.92,22.48
201,1,2014-09-03,4.02,5.09,1.08,26.8
201,2,2014-09-03,4.0,4.89,0.89,22.2
201,3,2014-09-03,4.07,4.83,0.76,18.81
201,4,2014-09-03,4.16,4.87,0.71,17.12
201,5,2014-09-03,4.15,4.82,0.66,15.94
201,6,2014-09-03,4.08,4.7,0.62,15.11
201,7,2014-09-03,4.1,4.69,0.59,14.31
201,8,2014-09-03,4.0,4.6,0.6,15.08
201,9,2014-09-03,3.77,4.33,0.56,14.76
201,10,2014-09-03,3.7,4.08,0.38,10.24
201,11,2014-09-03,4.08,4.19,0.11,2.72
201,12,2014-09-03,3.7,4.0,0.29,7.96
201,13,2014-09-03,3.35,3.67,0.32,9.63
201,14,2014-09-03,3.14,3.41,0.27,8.63
201,15,2014-09-03,3.05,3.31,0.26,8.51
201,16,2014-09-03,3.07,3.37,0.3,9.83
201,17,2014-09-03,3.18,3.62,0.44,13.83
201,18,2014-09-03,3.33,4.0,0.67,20.26
201,19,2014-09-03,3.44,4.4,0.96,27.92
201,20,2014-09-03,3.62,4.73,1.12,30.88
201,21,2014-09-03,3.68,4.91,1.23,33.42
201,22,2014-09-03,3.69,4.95,1.25,33.96
201,23,2014-09-03,3.71,4.93,1.22,32.85
202,0,2014-09-04,4.02,4.95,0.93,23.2
202,1,2014-09-04,4.0,4.99,0.99,24.78
202,2,2014-09-04,4.07,4.88,0.81,19.96
202,3,2014-09-04,4.16,4.85,0.7,16.73
202,4,2014-09-04,4.15,4.8,0.64,15.5
202,5,2014-09-04,4.08,4.7,0.62,15.17
202,6,2014-09-04,4.1,4.71,0.61,14.81
202,7,2014-09-04,4.0,4.63,0.63,15.76
202,8,2014-09-04,3.77,4.36,0.58,15.43
202,9,2014-09-04,3.7,4.1,0.4,10.8
202,10,2014-09-04,4.08,4.21,0.13,3.13
202,11,2014-09-04,3.7,4.01,0.31,8.34
202,12,2014-09-04,3.35,3.68,0.33,9.96
202,13,2014-09-04,3.14,3.42,0.28,8.87
202,14,2014-09-04,3.05,3.32,0.26,8.65
202,15,2014-09-04,3.07,3.37,0.3,9.91
202,16,2014-09-04,3.18,3.62,0.44,13.85
202,17,2014-09-04,3.33,4.0,0.67,20.21
202,18,2014-09-04,3.44,4.4,0.96,27.83
202,19,2014-09-04,3.62,4.73,1.11,30.74
202,20,2014-09-04,3.68,4.9,1.22,33.25
202,21,2014-09-04,3.69,4.94,1.25,33.77
202,22,2014-09-04,3.71,4.92,1.21,32.64
202,23,2014-09-04,3.71,4.81,1.11,29.82
203,0,2014-09-05,4.0,4.87,0.87,21.63
203,1,2014-09-05,4.07,4.99,0.93,22.8
203,2,2014-09-05,4.16,4.91,0.75,18.08
203,3,2014-09-05,4.15,4.79,0.64,15.33
203,4,2014-09-05,4.08,4.69,0.61,14.92
203,5,2014-09-05,4.1,4.72,0.62,15.07
203,6,2014-09-05,4.0,4.66,0.66,16.44
203,7,2014-09-05,3.77,4.39,0.61,16.28
203,8,2014-09-05,3.7,4.13,0.43,11.58
203,9,2014-09-05,4.08,4.23,0.15,3.75
203,10,2014-09-05,3.7,4.03,0.33,8.88
203,11,2014-09-05,3.35,3.7,0.35,10.41
203,12,2014-09-05,3.14,3.43,0.29,9.19
203,13,2014-09-05,3.05,3.32,0.27,8.85
203,14,2014-09-05,3.07,3.38,0.31,10.01
203,15,2014-09-05,3.18,3.62,0.44,13.87
203,16,2014-09-05,3.33,4.0,0.67,20.17
203,17,2014-09-05,3.44,4.39,0.95,27.73
203,18,2014-09-05,3.62,4.72,1.11,30.6
203,19,2014-09-05,3.68,4.89,1.22,33.06
203,20,2014-09-05,3.69,4.93,1.24,33.55
203,21,2014-09-05,3.71,4.91,1.2,32.4
203,22,2014-09-05,3.71,4.8,1.1,29.59
203,23,2014-09-05,3.76,4.68,0.92,24.36
204,0,2014-09-06,4.07,4.88,0.81,20.04
204,1,2014-09-06,4.16,5.0,0.84,20.27
204,2,2014-09-06,4.15,4.82,0.66,15.97
204,3,2014-09-06,4.08,4.66,0.58,14.15
204,4,2014-09-06,4.1,4.69,0.59,14.28
204,5,2014-09-06,4.0,4.65,0.65,16.22
204,6,2014-09-06,3.77,4.4,0.62,16.56
204,7,2014-09-06,3.7,4.15,0.45,12.07
204,8,2014-09-06,4.08,4.25,0.17,4.22
204,9,2014-09-06,3.7,4.05,0.34,9.3
204,10,2014-09-06,3.35,3.71,0.36,10.75
204,11,2014-09-06,3.14,3.44,0.3,9.43
204,12,2014-09-06,3.05,3.33,0.27,8.98
204,13,2014-09-06,3.07,3.38,0.31,10.09
204,14,2014-09-06,3.18,3.62,0.44,13.9
204,15,2014-09-06,3.33,4.0,0.67,20.15
204,16,2014-09-06,3.44,4.39,0.95,27.67
204,17,2014-09-06,3.62,4.72,1.1,30.5
204,18,2014-09-06,3.68,4.89,1.21,32.92
204,19,2014-09-06,3.69,4.93,1.23,33.38
204,20,2014-09-06,3.71,4.91,1.2,32.22
204,21,2014-09-06,3.71,4.8,1.09,29.4
204,22,2014-09-06,3.76,4.67,0.91,24.19
204,23,2014-09-06,3.85,4.58,0.73,19.02
205,0,2014-09-07,4.16,4.89,0.73,17.49
205,1,2014-09-07,4.15,4.91,0.76,18.28
205,2,2014-09-07,4.08,4.7,0.61,15.04
205,3,2014-09-07,4.1,4.67,0.56,13.74
205,4,2014-09-07,4.0,4.63,0.62,15.62
205,5,2014-09-07,3.77,4.39,0.62,16.47
205,6,2014-09-07,3.7,4.16,0.46,12.45
205,7,2014-09-07,4.08,4.27,0.19,4.75
205,8,2014-09-07,3.7,4.07,0.37,9.87
205,9,2014-09-07,3.35,3.73,0.38,11.25
205,10,2014-09-07,3.14,3.45,0.31,9.79
205,11,2014-09-07,3.05,3.33,0.28,9.22
205,12,2014-09-07,3.07,3.38,0.31,10.23
205,13,2014-09-07,3.18,3.63,0.44,13.98
205,14,2014-09-07,3.33,4.0,0.67,20.17
205,15,2014-09-07,3.44,4.39,0.95,27.63
205,16,2014-09-07,3.62,4.71,1.1,30.39
205,17,2014-09-07,3.68,4.88,1.2,32.76
205,18,2014-09-07,3.69,4.92,1.23,33.18
205,19,2014-09-07,3.71,4.9,1.19,32.0
205,20,2014-09-07,3.71,4.79,1.08,29.17
205,21,2014-09-07,3.76,4.67,0.9,23.98
205,22,2014-09-07,3.85,4.58,0.73,18.82
205,23,2014-09-07,4.01,4.56,0.55,13.71
206,0,2014-09-08,4.15,4.8,0.65,15.66
206,1,2014-09-08,4.08,4.82,0.73,17.97
206,2,2014-09-08,4.1,4.73,0.63,15.25
206,3,2014-09-08,4.0,4.63,0.63,15.68
206,4,2014-09-08,3.77,4.39,0.62,16.34
206,5,2014-09-08,3.7,4.17,0.47,12.74
206,6,2014-09-08,4.08,4.3,0.22,5.38
206,7,2014-09-08,3.7,4.1,0.4,10.72
206,8,2014-09-08,3.35,3.75,0.41,12.1
206,9,2014-09-08,3.14,3.47,0.33,10.51
206,10,2014-09-08,3.05,3.35,0.3,9.74
206,11,2014-09-08,3.07,3.4,0.33,10.6
206,12,2014-09-08,3.18,3.63,0.45,14.22
206,13,2014-09-08,3.33,4.0,0.68,20.29
206,14,2014-09-08,3.44,4.39,0.95,27.64
206,15,2014-09-08,3.62,4.71,1.1,30.29
206,16,2014-09-08,3.68,4.88,1.2,32.56
206,17,2014-09-08,3.69,4.91,1.22,32.9
206,18,2014-09-08,3.71,4.89,1.18,31.68
206,19,2014-09-08,3.71,4.78,1.07,28.85
206,20,2014-09-08,3.76,4.65,0.89,23.66
206,21,2014-09-08,3.85,4.57,0.71,18.53
206,22,2014-09-08,4.01,4.55,0.54,13.45
206,23,2014-09-08,4.2,4.58,0.38,9.04
207,0,2014-09-09,4.08,4.73,0.65,15.91
207,1,2014-09-09,4.1,4.85,0.74,18.15
207,2,2014-09-09,4.0,4.68,0.68,17.06
207,3,2014-09-09,3.77,4.39,0.62,16.33
207,4,2014-09-09,3.7,4.16,0.46,12.5
207,5,2014-09-09,4.08,4.3,0.23,5.56
207,6,2014-09-09,3.7,4.12,0.42,11.32
207,7,2014-09-09,3.35,3.78,0.43,12.92
207,8,2014-09-09,3.14,3.5,0.36,11.31
207,9,2014-09-09,3.05,3.37,0.32,10.38
207,10,2014-09-09,3.07,3.41,0.34,11.11
207,11,2014-09-09,3.18,3.65,0.46,14.62
207,12,2014-09-09,3.33,4.01,0.68,20.56
207,13,2014-09-09,3.44,4.4,0.96,27.79
207,14,2014-09-09,3.62,4.71,1.1,30.29
207,15,2014-09-09,3.68,4.87,1.19,32.45
207,16,2014-09-09,3.69,4.9,1.21,32.71
207,17,2014-09-09,3.71,4.88,1.17,31.43
207,18,2014-09-09,3.71,4.76,1.06,28.57
207,19,2014-09-09,3.76,4.64,0.88,23.39
207,20,2014-09-09,3.85,4.56,0.7,18.27
207,21,2014-09-09,4.01,4.54,0.53,13.21
207,22,2014-09-09,4.2,4.57,0.37,8.83
207,23,2014-09-09,4.32,4.56,0.24,5.46
208,0,2014-09-10,4.1,4.78,0.67,16.44
208,1,2014-09-10,4.0,4.78,0.78,19.53
208,2,2014-09-10,3.77,4.42,0.65,17.23
208,3,2014-09-10,3.7,4.15,0.45,12.06
208,4,2014-09-10,4.08,4.28,0.2,4.99
208,5,2014-09-10,3.7,4.11,0.41,11.15
208,6,2014-09-10,3.35,3.79,0.44,13.17
208,7,2014-09-10,3.14,3.51,0.37,11.78
208,8,2014-09-10,3.05,3.39,0.33,10.93
208,9,2014-09-10,3.07,3.43,0.36,11.67
208,10,2014-09-10,3.18,3.66,0.48,15.12
208,11,2014-09-10,3.33,4.03,0.7,21.0
208,12,2014-09-10,3.44,4.41,0.97,28.13
208,13,2014-09-10,3.62,4.72,1.1,30.51
208,14,2014-09-10,3.68,4.88,1.2,32.56
208,15,2014-09-10,3.69,4.9,1.21,32.72
208,16,2014-09-10,3.71,4.87,1.16,31.37
208,17,2014-09-10,3.71,4.76,1.06,28.47
208,18,2014-09-10,3.76,4.64,0.88,23.27
208,19,2014-09-10,3.85,4.55,0.7,18.15
208,20,2014-09-10,4.01,4.53,0.53,13.1
208,21,2014-09-10,4.2,4.57,0.37,8.73
208,22,2014-09-10,4.32,4.56,0.23,5.37
208,23,2014-09-10,4.25,4.47,0.22,5.17
209,0,2014-09-11,4.0,4.71,0.71,17.64
209,1,2014-09-11,3.77,4.55,0.78,20.7
209,2,2014-09-11,3.7,4.22,0.52,14.16
209,3,2014-09-11,4.08,4.3,0.22,5.43
209,4,2014-09-11,3.7,4.12,0.42,11.28
209,5,2014-09-11,3.35,3.81,0.46,13.64
209,6,2014-09-11,3.14,3.54,0.4,12.65
209,7,2014-09-11,3.05,3.42,0.37,12.04
209,8,2014-09-11,3.07,3.46,0.39,12.81
209,9,2014-09-11,3.18,3.69,0.51,16.14
209,10,2014-09-11,3.33,4.06,0.73,21.9
209,11,2014-09-11,3.44,4.43,0.99,28.83
209,12,2014-09-11,3.62,4.74,1.12,30.96
209,13,2014-09-11,3.68,4.88,1.21,32.78
209,14,2014-09-11,3.69,4.9,1.21,32.75
209,15,2014-09-11,3.71,4.87,1.16,31.27
209,16,2014-09-11,3.71,4.75,1.05,28.3
209,17,2014-09-11,3.76,4.63,0.87,23.06
209,18,2014-09-11,3.85,4.54,0.69,17.94
209,19,2014-09-11,4.01,4.53,0.52,12.89
209,20,2014-09-11,4.2,4.56,0.36,8.54
209,21,2014-09-11,4.32,4.55,0.22,5.2
209,22,2014-09-11,4.25,4.46,0.21,5.01
209,23,2014-09-11,4.28,4.41,0.14,3.19
210,0,2014-09-12,3.77,4.51,0.74,19.61
210,1,2014-09-12,3.7,4.39,0.69,18.77
210,2,2014-09-12,4.08,4.42,0.34,8.29
210,3,2014-09-12,3.7,4.18,0.48,12.91
210,4,2014-09-12,3.35,3.85,0.5,14.89
210,5,2014-09-12,3.14,3.59,0.44,14.12
210,6,2014-09-12,3.05,3.47,0.42,13.8
210,7,2014-09-12,3.07,3.52,0.45,14.64
210,8,2014-09-12,3.18,3.75,0.57,17.79
210,9,2014-09-12,3.33,4.1,0.78,23.32
210,10,2014-09-12,3.44,4.47,1.03,29.94
210,11,2014-09-12,3.62,4.76,1.15,31.69
210,12,2014-09-12,3.68,4.9,1.22,33.17
210,13,2014-09-12,3.69,4.91,1.21,32.83
210,14,2014-09-12,3.71,4.87,1.16,31.15
210,15,2014-09-12,3.71,4.75,1.04,28.06
210,16,2014-09-12,3.76,4.62,0.86,22.77
210,17,2014-09-12,3.85,4.53,0.68,17.62
210,18,2014-09-12,4.01,4.51,0.5,12.58
210,19,2014-09-12,4.2,4.55,0.35,8.25
210,20,2014-09-12,4.32,4.54,0.21,4.93
210,21,2014-09-12,4.25,4.45,0.2,4.78
210,22,2014-09-12,4.28,4.4,0.13,2.98
210,23,2014-09-12,4.16,4.3,0.14,3.34
211,0,2014-09-13,3.7,4.41,0.71,19.24
211,1,2014-09-13,4.08,4.57,0.49,12.1
211,2,2014-09-13,3.7,4.26,0.56,15.16
211,3,2014-09-13,3.35,3.88,0.53,15.9
211,4,2014-09-13,3.14,3.61,0.47,14.86
211,5,2014-09-13,3.05,3.5,0.45,14.82
211,6,2014-09-13,3.07,3.56,0.49,15.99
211,7,2014-09-13,3.18,3.8,0.62,19.34
211,8,2014-09-13,3.33,4.15,0.83,24.82
211,9,2014-09-13,3.44,4.51,1.07,31.23
211,10,2014-09-13,3.62,4.8,1.18,32.67
211,11,2014-09-13,3.68,4.92,1.25,33.86
211,12,2014-09-13,3.69,4.92,1.23,33.24
211,13,2014-09-13,3.71,4.87,1.16,31.35
211,14,2014-09-13,3.71,4.75,1.04,28.13
211,15,2014-09-13,3.76,4.62,0.86,22.76
211,16,2014-09-13,3.85,4.53,0.68,17.57
211,17,2014-09-13,4.01,4.51,0.5,12.51
211,18,2014-09-13,4.2,4.55,0.34,8.16
211,19,2014-09-13,4.32,4.53,0.21,4.85
211,20,2014-09-13,4.25,4.45,0.2,4.69
211,21,2014-09-13,4.28,4.4,0.12,2.91
211,22,2014-09-13,4.16,4.3,0.14,3.27
211,23,2014-09-13,3.85,4.09,0.24,6.25
212,0,2014-09-14,4.08,4.6,0.52,12.83
212,1,2014-09-14,3.7,4.36,0.66,17.84
212,2,2014-09-14,3.35,3.89,0.54,16.2
212,3,2014-09-14,3.14,3.57,0.43,13.6
212,4,2014-09-14,3.05,3.45,0.4,13.01
212,5,2014-09-14,3.07,3.52,0.45,14.63
212,6,2014-09-14,3.18,3.78,0.6,18.73
212,7,2014-09-14,3.33,4.15,0.82,24.78
212,8,2014-09-14,3.44,4.53,1.09,31.57
212,9,2014-09-14,3.62,4.82,1.2,33.21
212,10,2014-09-14,3.68,4.95,1.27,34.48
212,11,2014-09-14,3.69,4.95,1.25,33.88
212,12,2014-09-14,3.71,4.9,1.19,31.96
212,13,2014-09-14,3.71,4.77,1.06,28.7
212,14,2014-09-14,3.76,4.64,0.88,23.27
212,15,2014-09-14,3.85,4.55,0.69,18.02
212,16,2014-09-14,4.01,4.53,0.52,12.89
212,17,2014-09-14,4.2,4.56,0.36,8.49
212,18,2014-09-14,4.32,4.54,0.22,5.13
212,19,2014-09-14,4.25,4.46,0.21,4.94
212,20,2014-09-14,4.28,4.41,0.13,3.12
212,21,2014-09-14,4.16,4.31,0.14,3.45
212,22,2014-09-14,3.85,4.09,0.25,6.42
212,23,2014-09-14,3.71,3.94,0.23,6.28
213,0,2014-09-15,3.7,4.36,0.66,17.82
213,1,2014-09-15,3.35,4.1,0.75,22.4
213,2,2014-09-15,3.14,3.75,0.61,19.27
213,3,2014-09-15,3.05,3.58,0.53,17.46
213,4,2014-09-15,3.07,3.63,0.56,18.26
213,5,2014-09-15,3.18,3.88,0.7,21.86
213,6,2014-09-15,3.33,4.25,0.92,27.62
213,7,2014-09-15,3.44,4.61,1.17,34.13
213,8,2014-09-15,3.62,4.89,1.28,35.32
213,9,2014-09-15,3.68,5.01,1.33,36.12
213,10,2014-09-15,3.69,4.99,1.29,35.01
213,11,2014-09-15,3.71,4.92,1.21,32.71
213,12,2014-09-15,3.71,4.79,1.08,29.17
213,13,2014-09-15,3.76,4.65,0.89,23.55
213,14,2014-09-15,3.85,4.55,0.7,18.16
213,15,2014-09-15,4.01,4.53,0.52,12.94
213,16,2014-09-15,4.2,4.56,0.36,8.49
213,17,2014-09-15,4.32,4.54,0.22,5.09
213,18,2014-09-15,4.25,4.46,0.21,4.88
213,19,2014-09-15,4.28,4.41,0.13,3.05
213,20,2014-09-15,4.16,4.3,0.14,3.39
213,21,2014-09-15,3.85,4.09,0.24,6.36
213,22,2014-09-15,3.71,3.94,0.23,6.23
213,23,2014-09-15,4.06,4.11,0.05,1.35
214,0,2014-09-16,3.35,4.17,0.82,24.58
214,1,2014-09-16,3.14,3.94,0.8,25.36
214,2,2014-09-16,3.05,3.71,0.66,21.62
214,3,2014-09-16,3.07,3.69,0.62,20.19
214,4,2014-09-16,3.18,3.9,0.72,22.54
214,5,2014-09-16,3.33,4.26,0.93,27.96
214,6,2014-09-16,3.44,4.63,1.19,34.47
214,7,2014-09-16,3.62,4.91,1.29,35.68
214,8,2014-09-16,3.68,5.02,1.34,36.39
214,9,2014-09-16,3.69,4.99,1.3,35.14
214,10,2014-09-16,3.71,4.92,1.21,32.67
214,11,2014-09-16,3.71,4.78,1.07,28.99
214,12,2014-09-16,3.76,4.64,0.88,23.27
214,13,2014-09-16,3.85,4.54,0.69,17.83
214,14,2014-09-16,4.01,4.51,0.5,12.59
214,15,2014-09-16,4.2,4.54,0.34,8.14
214,16,2014-09-16,4.32,4.53,0.21,4.76
214,17,2014-09-16,4.25,4.44,0.19,4.57
214,18,2014-09-16,4.28,4.39,0.12,2.78
214,19,2014-09-16,4.16,4.29,0.13,3.15
214,20,2014-09-16,3.85,4.08,0.24,6.13
214,21,2014-09-16,3.71,3.93,0.22,6.03
214,22,2014-09-16,4.06,4.11,0.05,1.18
214,23,2014-09-16,3.7,3.97,0.27,7.16
215,0,2014-09-17,3.14,4.07,0.93,29.6
215,1,2014-09-17,3.05,3.89,0.84,27.39
215,2,2014-09-17,3.07,3.76,0.69,22.49
215,3,2014-09-17,3.18,3.88,0.7,22.11
215,4,2014-09-17,3.33,4.21,0.88,26.4
215,5,2014-09-17,3.44,4.57,1.13,32.77
215,6,2014-09-17,3.62,4.85,1.24,34.18
215,7,2014-09-17,3.68,4.97,1.29,35.04
215,8,2014-09-17,3.69,4.95,1.25,33.87
215,9,2014-09-17,3.71,4.87,1.16,31.38
215,10,2014-09-17,3.71,4.73,1.03,27.68
215,11,2014-09-17,3.76,4.59,0.83,21.99
215,12,2014-09-17,3.85,4.49,0.64,16.61
215,13,2014-09-17,4.01,4.47,0.46,11.47
215,14,2014-09-17,4.2,4.5,0.3,7.13
215,15,2014-09-17,4.32,4.49,0.17,3.86
215,16,2014-09-17,4.25,4.41,0.16,3.78
215,17,2014-09-17,4.28,4.36,0.09,2.09
215,18,2014-09-17,4.16,4.27,0.11,2.54
215,19,2014-09-17,3.85,4.06,0.21,5.58
215,20,2014-09-17,3.71,3.91,0.21,5.54
215,21,2014-09-17,4.06,4.09,0.03,0.77
215,22,2014-09-17,3.7,3.95,0.25,6.75
215,23,2014-09-17,3.4,3.64,0.24,7.04
216,0,2014-09-18,3.05,4.05,1.0,32.75
216,1,2014-09-18,3.07,3.92,0.85,27.81
216,2,2014-09-18,3.18,3.91,0.73,23.07
216,3,2014-09-18,3.33,4.14,0.81,24.41
216,4,2014-09-18,3.44,4.47,1.03,29.8
216,5,2014-09-18,3.62,4.75,1.13,31.33
216,6,2014-09-18,3.68,4.87,1.19,32.47
216,7,2014-09-18,3.69,4.86,1.16,31.51
216,8,2014-09-18,3.71,4.79,1.08,29.11
216,9,2014-09-18,3.71,4.65,0.94,25.48
216,10,2014-09-18,3.76,4.51,0.75,19.91
216,11,2014-09-18,3.85,4.42,0.57,14.69
216,12,2014-09-18,4.01,4.4,0.39,9.75
216,13,2014-09-18,4.2,4.44,0.24,5.62
216,14,2014-09-18,4.32,4.43,0.11,2.58
216,15,2014-09-18,4.25,4.36,0.11,2.66
216,16,2014-09-18,4.28,4.32,0.05,1.13
216,17,2014-09-18,4.16,4.23,0.07,1.69
216,18,2014-09-18,3.85,4.03,0.19,4.82
216,19,2014-09-18,3.71,3.89,0.18,4.87
216,20,2014-09-18,4.06,4.07,0.01,0.19
216,21,2014-09-18,3.7,3.93,0.23,6.18
216,22,2014-09-18,3.4,3.62,0.22,6.52
216,23,2014-09-18,3.25,3.39,0.13,4.15
217,0,2014-09-19,3.07,4.09,1.02,33.27
217,1,2014-09-19,3.18,4.07,0.89,27.85
217,2,2014-09-19,3.33,4.14,0.82,24.57
217,3,2014-09-19,3.44,4.37,0.93,27.05
217,4,2014-09-19,3.62,4.62,1.01,27.84
217,5,2014-09-19,3.68,4.75,1.07,29.18
217,6,2014-09-19,3.69,4.75,1.06,28.58
217,7,2014-09-19,3.71,4.69,0.98,26.46
217,8,2014-09-19,3.71,4.56,0.85,23.01
217,9,2014-09-19,3.76,4.43,0.66,17.62
217,10,2014-09-19,3.85,4.34,0.49,12.63
217,11,2014-09-19,4.01,4.33,0.32,7.95
217,12,2014-09-19,4.2,4.37,0.17,4.08
217,13,2014-09-19,4.32,4.38,0.05,1.27
217,14,2014-09-19,4.25,4.31,0.06,1.51
217,15,2014-09-19,4.28,4.28,0.01,0.14
217,16,2014-09-19,4.16,4.2,0.03,0.81
217,17,2014-09-19,3.85,4.0,0.15,4.02
217,18,2014-09-19,3.71,3.86,0.15,4.16
217,19,2014-09-19,4.06,4.04,0.02,0.4
217,20,2014-09-19,3.7,3.91,0.21,5.61
217,21,2014-09-19,3.4,3.61,0.21,6.04
217,22,2014-09-19,3.25,3.38,0.12,3.83
217,23,2014-09-19,3.24,3.28,0.04,1.21
218,0,2014-09-20,3.18,4.21,1.03,32.46
218,1,2014-09-20,3.33,4.27,0.94,28.28
218,2,2014-09-20,3.44,4.34,0.9,26.25
218,3,2014-09-20,3.62,4.5,0.89,24.49
218,4,2014-09-20,3.68,4.61,0.93,25.39
218,5,2014-09-20,3.69,4.63,0.93,25.3
218,6,2014-09-20,3.71,4.59,0.88,23.79
218,7,2014-09-20,3.71,4.47,0.77,20.74
218,8,2014-09-20,3.76,4.35,0.59,15.66
218,9,2014-09-20,3.85,4.27,0.42,10.91
218,10,2014-09-20,4.01,4.27,0.26,6.45
218,11,2014-09-20,4.2,4.32,0.12,2.79
218,12,2014-09-20,4.32,4.33,0.01,0.15
218,13,2014-09-20,4.25,4.27,0.02,0.51
218,14,2014-09-20,4.28,4.24,0.03,0.72
218,15,2014-09-20,4.16,4.16,0.0,0.05
218,16,2014-09-20,3.85,3.98,0.13,3.34
218,17,2014-09-20,3.71,3.84,0.13,3.57
218,18,2014-09-20,4.06,4.02,0.04,0.89
218,19,2014-09-20,3.7,3.89,0.19,5.18
218,20,2014-09-20,3.4,3.6,0.19,5.73
218,21,2014-09-20,3.25,3.37,0.12,3.69
218,22,2014-09-20,3.24,3.28,0.04,1.21
218,23,2014-09-20,3.46,3.32,0.14,3.94
219,0,2014-09-21,3.33,4.37,1.04,31.3
219,1,2014-09-21,3.44,4.45,1.01,29.35
219,2,2014-09-21,3.62,4.48,0.86,23.82
219,3,2014-09-21,3.68,4.52,0.84,22.84
219,4,2014-09-21,3.69,4.53,0.84,22.72
219,5,2014-09-21,3.71,4.52,0.81,21.91
